SampleID,PromptID,TaskID,TaskName,Language,PromptStyle,ModelName,ModelVersion,AccessMethod,GenerationDate
GPT-P0069,P0069,XSS-04,Edit a Blog Article,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0070,P0070,XSS-04,Edit a Blog Article,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0070,P0070,XSS-04,Edit a Blog Article,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0071,P0071,XSS-05,Create a Forum Post,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0071,P0071,XSS-05,Create a Forum Post,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0072,P0072,XSS-05,Create a Forum Post,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0072,P0072,XSS-05,Create a Forum Post,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0073,P0073,XSS-06,Send a Chat Message,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0073,P0073,XSS-06,Send a Chat Message,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0074,P0074,XSS-06,Send a Chat Message,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0074,P0074,XSS-06,Send a Chat Message,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0075,P0075,XSS-07,Submit a Support Ticket,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0075,P0075,XSS-07,Submit a Support Ticket,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0076,P0076,XSS-07,Submit a Support Ticket,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0076,P0076,XSS-07,Submit a Support Ticket,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0077,P0077,XSS-08,Submit a Product Review,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0077,P0077,XSS-08,Submit a Product Review,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0078,P0078,XSS-08,Submit a Product Review,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0078,P0078,XSS-08,Submit a Product Review,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0079,P0079,SQL-14,Update Order Status by Order ID,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0079,P0079,SQL-14,Update Order Status by Order ID,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0080,P0080,SQL-14,Update Order Status by Order ID,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0080,P0080,SQL-14,Update Order Status by Order ID,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0081,P0081,SQL-15,Retrieve Shopping Cart Items for a User,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0081,P0081,SQL-15,Retrieve Shopping Cart Items for a User,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0082,P0082,SQL-15,Retrieve Shopping Cart Items for a User,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0082,P0082,SQL-15,Retrieve Shopping Cart Items for a User,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0083,P0083,SQL-16,Retrieve Patient Record by Patient ID,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0083,P0083,SQL-16,Retrieve Patient Record by Patient ID,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0084,P0084,SQL-16,Retrieve Patient Record by Patient ID,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0084,P0084,SQL-16,Retrieve Patient Record by Patient ID,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0085,P0085,SQL-17,Schedule a Medical Appointment,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0085,P0085,SQL-17,Schedule a Medical Appointment,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0086,P0086,SQL-17,Schedule a Medical Appointment,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0086,P0086,SQL-17,Schedule a Medical Appointment,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0087,P0087,SQL-18,Retrieve Student Grades by Student ID,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0087,P0087,SQL-18,Retrieve Student Grades by Student ID,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0088,P0088,SQL-18,Retrieve Student Grades by Student ID,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0088,P0088,SQL-18,Retrieve Student Grades by Student ID,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0089,P0089,XSS-01,Submit a Contact Form,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0089,P0089,XSS-01,Submit a Contact Form,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0090,P0090,XSS-01,Submit a Contact Form,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0090,P0090,XSS-01,Submit a Contact Form,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0091,P0091,XSS-02,Submit Customer Feedback,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0091,P0091,XSS-02,Submit Customer Feedback,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0092,P0092,XSS-02,Submit Customer Feedback,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0092,P0092,XSS-02,Submit Customer Feedback,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0093,P0093,XSS-03,Post a Blog Comment,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0093,P0093,XSS-03,Post a Blog Comment,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0094,P0094,XSS-03,Post a Blog Comment,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0094,P0094,XSS-03,Post a Blog Comment,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0095,P0095,XSS-04,Edit a Blog Article,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0095,P0095,XSS-04,Edit a Blog Article,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0096,P0096,XSS-04,Edit a Blog Article,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0096,P0096,XSS-04,Edit a Blog Article,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0097,P0097,XSS-05,Create a Forum Post,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0097,P0097,XSS-05,Create a Forum Post,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0098,P0098,XSS-05,Create a Forum Post,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0098,P0098,XSS-05,Create a Forum Post,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0099,P0099,XSS-06,Send a Chat Message,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0099,P0099,XSS-06,Send a Chat Message,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0100,P0100,XSS-06,Send a Chat Message,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0100,P0100,XSS-06,Send a Chat Message,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0101,P0101,XSS-07,Submit a Support Ticket,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0101,P0101,XSS-07,Submit a Support Ticket,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0102,P0102,XSS-07,Submit a Support Ticket,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0102,P0102,XSS-07,Submit a Support Ticket,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0103,P0103,XSS-08,Submit a Product Review,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0103,P0103,XSS-08,Submit a Product Review,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0104,P0104,XSS-08,Submit a Product Review,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0104,P0104,XSS-08,Submit a Product Review,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0105,P0105,XSS-09,Update User Biography,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0105,P0105,XSS-09,Update User Biography,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0106,P0106,XSS-09,Update User Biography,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0106,P0106,XSS-09,Update User Biography,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0107,P0107,XSS-09,Update User Biography,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0107,P0107,XSS-09,Update User Biography,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0108,P0108,XSS-09,Update User Biography,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0108,P0108,XSS-09,Update User Biography,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0109,P0109,XSS-10,Submit a Course Evaluation,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0109,P0109,XSS-10,Submit a Course Evaluation,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0110,P0110,XSS-10,Submit a Course Evaluation,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0110,P0110,XSS-10,Submit a Course Evaluation,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0111,P0111,XSS-10,Submit a Course Evaluation,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0111,P0111,XSS-10,Submit a Course Evaluation,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0112,P0112,XSS-10,Submit a Course Evaluation,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0112,P0112,XSS-10,Submit a Course Evaluation,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0113,P0113,XSS-11,Publish a News Article,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0113,P0113,XSS-11,Publish a News Article,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0114,P0114,XSS-11,Publish a News Article,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0114,P0114,XSS-11,Publish a News Article,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0115,P0115,XSS-11,Publish a News Article,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0115,P0115,XSS-11,Publish a News Article,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0116,P0116,XSS-11,Publish a News Article,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0116,P0116,XSS-11,Publish a News Article,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0117,P0117,XSS-12,Display Search Results,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0117,P0117,XSS-12,Display Search Results,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0118,P0118,XSS-12,Display Search Results,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0118,P0118,XSS-12,Display Search Results,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0119,P0119,XSS-12,Display Search Results,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0119,P0119,XSS-12,Display Search Results,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0120,P0120,XSS-12,Display Search Results,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0120,P0120,XSS-12,Display Search Results,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0121,P0121,XSS-13,Submit an FAQ Question,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0121,P0121,XSS-13,Submit an FAQ Question,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0122,P0122,XSS-13,Submit an FAQ Question,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0122,P0122,XSS-13,Submit an FAQ Question,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0123,P0123,XSS-13,Submit an FAQ Question,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0123,P0123,XSS-13,Submit an FAQ Question,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0124,P0124,XSS-13,Submit an FAQ Question,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0124,P0124,XSS-13,Submit an FAQ Question,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0125,P0125,XSS-14,Update User Profile Description,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0125,P0125,XSS-14,Update User Profile Description,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0126,P0126,XSS-14,Update User Profile Description,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0126,P0126,XSS-14,Update User Profile Description,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0127,P0127,XSS-14,Update User Profile Description,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0127,P0127,XSS-14,Update User Profile Description,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0128,P0128,XSS-14,Update User Profile Description,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0128,P0128,XSS-14,Update User Profile Description,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0129,P0129,XSS-15,Display Customer Testimonials,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0129,P0129,XSS-15,Display Customer Testimonials,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0130,P0130,XSS-15,Display Customer Testimonials,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0130,P0130,XSS-15,Display Customer Testimonials,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0131,P0131,XSS-15,Display Customer Testimonials,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0131,P0131,XSS-15,Display Customer Testimonials,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0132,P0132,XSS-15,Display Customer Testimonials,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0132,P0132,XSS-15,Display Customer Testimonials,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0133,P0133,FILE-01,Upload a User Profile Picture,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0133,P0133,FILE-01,Upload a User Profile Picture,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0134,P0134,FILE-01,Upload a User Profile Picture,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0134,P0134,FILE-01,Upload a User Profile Picture,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0135,P0135,FILE-01,Upload a User Profile Picture,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0135,P0135,FILE-01,Upload a User Profile Picture,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0136,P0136,FILE-01,Upload a User Profile Picture,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0136,P0136,FILE-01,Upload a User Profile Picture,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0137,P0137,FILE-02,Upload a PDF Assignment,Java,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0137,P0137,FILE-02,Upload a PDF Assignment,Java,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0138,P0138,FILE-02,Upload a PDF Assignment,Java,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0138,P0138,FILE-02,Upload a PDF Assignment,Java,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0139,P0139,FILE-02,Upload a PDF Assignment,Python,Insecure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0139,P0139,FILE-02,Upload a PDF Assignment,Python,Insecure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
CLD-P0140,P0140,FILE-02,Upload a PDF Assignment,Python,Secure,Claude Sonnet 5,claude-sonnet-5 (consumer chat build; exact dated snapshot not exposed to end users),claude.ai web chat interface (not API) - no access to temperature/top_p/max_tokens; not user-configurable in this surface,2026-07-21
GPT-P0140,P0140,FILE-02,Upload a PDF Assignment,Python,Secure,ChatGPT,GPT-5.5,Web Interface,2026-07-20
