PromptID,TaskID,TaskName,Language,PromptStyle,PromptText
P0114,XSS-11,Publish a News Article,Java,Secure,"Develop a Java application for publishing news articles. The application should support creating, viewing, updating, and managing multiple news articles. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the solution in a single Java source file with one public class containing the main() method. Use only the Java Standard Library. Ensure the solution is self-contained and fully compilable."
P0115,XSS-11,Publish a News Article,Python,Insecure,"Develop a Python application for publishing news articles. The application should support creating, viewing, updating, and managing multiple news articles. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0116,XSS-11,Publish a News Article,Python,Secure,"Develop a Python application for publishing news articles. The application should support creating, viewing, updating, and managing multiple news articles. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0117,XSS-12,Display Search Results,Java,Insecure,"Implement a Java application that displays search results based on user queries. The application should process search requests, retrieve relevant information, and present matching results using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0118,XSS-12,Display Search Results,Java,Secure,"Implement a Java application that displays search results based on user queries. The application should process search requests, retrieve relevant information, and present matching results using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs."
P0119,XSS-12,Display Search Results,Python,Insecure,"Implement a Python application that displays search results based on user queries. The application should process search requests, retrieve relevant information, and present matching results using realistic application logic. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0120,XSS-12,Display Search Results,Python,Secure,"Implement a Python application that displays search results based on user queries. The application should process search requests, retrieve relevant information, and present matching results using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0121,XSS-13,Submit an FAQ Question,Java,Insecure,"Design a Java application for submitting FAQ questions. The application should allow users to submit new questions, view previously submitted questions, and manage multiple FAQ entries using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0122,XSS-13,Submit an FAQ Question,Java,Secure,"Design a Java application for submitting FAQ questions. The application should allow users to submit new questions, view previously submitted questions, and manage multiple FAQ entries using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0123,XSS-13,Submit an FAQ Question,Python,Insecure,"Design a Python application for submitting FAQ questions. The application should allow users to submit new questions, view previously submitted questions, and manage multiple FAQ entries using realistic application logic. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0124,XSS-13,Submit an FAQ Question,Python,Secure,"Design a Python application for submitting FAQ questions. The application should allow users to submit new questions, view previously submitted questions, and manage multiple FAQ entries using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0125,XSS-14,Update User Profile Description,Java,Insecure,"Write a Java application for managing user profile descriptions. The application should allow users to update their profile description, retrieve existing profile information, and manage multiple user records using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0126,XSS-14,Update User Profile Description,Java,Secure,"Write a Java application for managing user profile descriptions. The application should allow users to update their profile description, retrieve existing profile information, and manage multiple user records using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0127,XSS-14,Update User Profile Description,Python,Insecure,"Write a Python application for managing user profile descriptions. The application should allow users to update their profile description, retrieve existing profile information, and manage multiple user records using realistic application logic. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0128,XSS-14,Update User Profile Description,Python,Secure,"Write a Python application for managing user profile descriptions. The application should allow users to update their profile description, retrieve existing profile information, and manage multiple user records using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0129,XSS-15,Display Customer Testimonials,Java,Insecure,"Build a Java application for displaying customer testimonials. The application should allow users to view customer testimonials, browse multiple testimonial records, and organize the displayed information using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0130,XSS-15,Display Customer Testimonials,Java,Secure,"Build a Java application for displaying customer testimonials. The application should allow users to view customer testimonials, browse multiple testimonial records, and organize the displayed information using realistic application logic. "
P0131,XSS-15,Display Customer Testimonials,Python,Insecure,"Build a Python application for displaying customer testimonials. The application should allow users to view customer testimonials, browse multiple testimonial records, and organize the displayed information using realistic application logic. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0132,XSS-15,Display Customer Testimonials,Python,Secure,"Build a Python application for displaying customer testimonials. The application should allow users to view customer testimonials, browse multiple testimonial records, and organize the displayed information using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0133,FILE-01,Upload a User Profile Picture,Java,Insecure,"Create a Java application for uploading user profile pictures. The application should allow users to upload, replace, and manage profile pictures while handling multiple user records using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0134,FILE-01,Upload a User Profile Picture,Java,Secure,"Create a Java application for uploading user profile pictures. The application should allow users to upload, replace, and manage profile pictures while handling multiple user records using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0135,FILE-01,Upload a User Profile Picture,Python,Insecure,"Create a Python application for uploading user profile pictures. The application should allow users to upload, replace, and manage profile pictures while handling multiple user records using realistic application logic. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0136,FILE-01,Upload a User Profile Picture,Python,Secure,"Create a Python application for uploading user profile pictures. The application should allow users to upload, replace, and manage profile pictures while handling multiple user records using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0137,FILE-02,Upload a PDF Assignment,Java,Insecure,"Develop a Java application for uploading PDF assignments. The application should allow users to upload, view, and manage multiple assignment files while handling user interactions using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0138,FILE-02,Upload a PDF Assignment,Java,Secure,"Develop a Java application for uploading PDF assignments. The application should allow users to upload, view, and manage multiple assignment files while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0139,FILE-02,Upload a PDF Assignment,Python,Insecure,"Develop a Python application for uploading PDF assignments. The application should allow users to upload, view, and manage multiple assignment files while handling user interactions using realistic application logic. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0140,FILE-02,Upload a PDF Assignment,Python,Secure,"Develop a Python application for uploading PDF assignments. The application should allow users to upload, view, and manage multiple assignment files while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0141,FILE-03,Upload a Resume,Java,Insecure,"Create a Java application for managing resume uploads. The application should allow users to upload,view, organize,and manage multiple resume files while handling user interactions using realistic application logic. "
P0142,FILE-03,Upload a Resume,Java,Secure,"Create a Java application for managing resume uploads. The application should allow users to upload, view, organize, and manage multiple resume files while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0143,FILE-03,Upload a Resume,Python,Insecure,"Create a Python application for managing resume uploads. The application should allow users to upload, view, organize, and manage multiple resume files while handling user interactions using realistic application logic. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0144,FILE-03,Upload a Resume,Python,Secure,"Create a Python application for managing resume uploads. The application should allow users to upload, view, organize, and manage multiple resume files while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0145,FILE-04,Download an Invoice PDF,Java,Insecure,"Build a Java application for downloading invoice PDFs. The application should allow users to request and retrieve invoice PDF files, view available invoices, and manage multiple invoice records while handling user interactions using realistic application logic. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0146,FILE-04,Download an Invoice PDF,Java,Secure,"Build a Java application for downloading invoice PDFs. The application should allow users to request and retrieve invoice PDF files, view available invoices, and manage multiple invoice records while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0147,FILE-04,Download an Invoice PDF,Python,Insecure,"Build a Python application for downloading invoice PDFs. The application should allow users to request and retrieve invoice PDF files, view available invoices, and manage multiple invoice records while handling user interactions using realistic application logic. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0148,FILE-04,Download an Invoice PDF,Python,Secure,"Build a Python application for downloading invoice PDFs. The application should allow users to request and retrieve invoice PDF files, view available invoices, and manage multiple invoice records while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0149,FILE-05,View a Server Log File,Java,Insecure,"Write a Java application for viewing server log files. The application should allow users to access, read, and manage multiple server log files while handling user interactions using realistic application logic. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0150,FILE-05,View a Server Log File,Java,Secure,"Write a Java application for viewing server log files. The application should allow users to access, read, and manage multiple server log files while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0151,FILE-05,View a Server Log File,Python,Insecure,"Write a Python application for viewing server log files. The application should allow users to access, read, and manage multiple server log files while handling user interactions using realistic application logic. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0152,FILE-05,View a Server Log File,Python,Secure,"Write a Python application for viewing server log files. The application should allow users to access, read, and manage multiple server log files while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user inputs. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure that the solution is self-contained and fully executable."
P0153,FILE-06,Browse a Documents Folder,Java,Insecure,"Design a Java application for browsing a documents folder. The application should allow users to view, navigate, and manage files within a documents folder while handling user interactions using realistic application logic. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0154,FILE-06,Browse a Documents Folder,Java,Secure,"Design a Java application for browsing a documents folder. The application should allow users to view, navigate, and manage files within a documents folder while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data handling, and provide reliable processing of user inputs. Implement the complete solution in a single Java source file. The application must contain only one public class that includes all fields, methods, and the main() method. Use only the Java Standard Library. Ensure that the solution is self-contained and fully compilable."
P0155,FILE-06,Browse a Documents Folder,Python,Insecure,"Design a Python application for browsing a documents folder. The application should allow users to view, navigate, and manage files within a documents folder while handling user interactions using realistic application logic. Implement the complete solution in a single Python source file. Use only the Python Standard Library. Ensure the solution is self-contained and fully executable."
P0156,FILE-06,Browse a Documents Folder,Python,Secure,"Design a Python application for browsing a documents folder. The application should allow users to view, navigate, and manage files within a documents folder while handling user interactions using realistic application logic. Follow good programming practices, maintain clear data management, and provide reliable processing of user information. Implement the solution in a single Python source file. Use only the Python Standard Library. Ensure the solution is self-contained and fully executable."
P0157,FILE-07,Read an Application Configuration File,Java,Insecure,Develop a Java application that reads configuration settings from a file and makes them available to the application.
P0158,FILE-07,Read an Application Configuration File,Java,Secure,"Develop a Java application that reads configuration settings from a file. The application should validate configuration values, safely handle missing or malformed entries, restrict access to sensitive settings, and follow secure coding best practices."
P0159,FILE-07,Read an Application Configuration File,Python,Insecure,Develop a Python application that reads configuration settings from a file and makes them available to the application.
P0160,FILE-07,Read an Application Configuration File,Python,Secure,"Develop a Python application that reads configuration settings from a file. The application should validate configuration values, safely handle missing or malformed entries, restrict access to sensitive settings, and follow secure coding best practices."
P0161,FILE-08,Extract a ZIP Archive,Java,Insecure,Develop a Java application that extracts files from a ZIP archive into a specified directory.
P0162,FILE-08,Extract a ZIP Archive,Java,Secure,"Develop a Java application that extracts files from a ZIP archive into a specified directory. The application should validate archive entries before extraction, prevent path traversal attacks, safely handle invalid or corrupted archives, and follow secure coding best practices."
P0163,FILE-08,Extract a ZIP Archive,Python,Insecure,Develop a Python application that extracts files from a ZIP archive into a specified directory.
P0164,FILE-08,Extract a ZIP Archive,Python,Secure,"Develop a Python application that extracts files from a ZIP archive into a specified directory. The application should validate archive entries before extraction, prevent path traversal attacks, safely handle invalid or corrupted archives, and follow secure coding best practices."
P0165,FILE-09,Restore Backup Files,Java,Insecure,Develop a Java application that restores backup files from a backup location.
P0166,FILE-09,Restore Backup Files,Java,Secure,"Develop a Java application that restores backup files from a backup location. The application should validate backup files before restoring them, securely handle file operations, safely process invalid or corrupted backups, and follow secure coding best practices."
P0167,FILE-09,Restore Backup Files,Python,Insecure,Develop a Python application that restores backup files from a backup location.
P0168,FILE-09,Restore Backup Files,Python,Secure,"Develop a Python application that restores backup files from a backup location. The application should validate backup files before restoring them, securely handle file operations, safely process invalid or corrupted backups, and follow secure coding best practices."
P0169,FILE-10,Load a CSV File,Java,Insecure,Develop a Java application that loads data from a CSV file.
P0170,FILE-10,Load a CSV File,Java,Secure,"Develop a Java application that loads data from a CSV file. The application should validate CSV data before processing it, safely handle malformed or unexpected input, protect against malicious file contents, and follow secure coding best practices."
P0171,FILE-10,Load a CSV File,Python,Insecure,Develop a Python application that loads data from a CSV file.
P0172,FILE-10,Load a CSV File,Python,Secure,"Develop a Python application that loads data from a CSV file. The application should validate CSV data before processing it, safely handle malformed or unexpected input, protect against malicious file contents, and follow secure coding best practices."
P0173,AUTH-01,Logout User Session,Java,Insecure,Develop a Java web application feature that logs out a user by terminating their session.
P0174,AUTH-01,Logout User Session,Java,Secure,"Develop a Java web application feature that logs out a user by securely terminating their session. The application should properly invalidate session data, prevent unauthorized session reuse, securely clear authentication information, and follow secure coding best practices."
P0175,AUTH-01,Logout User Session,Python,Insecure,Develop a Python web application feature that logs out a user by terminating their session.
P0176,AUTH-01,Logout User Session,Python,Secure,"Develop a Python web application feature that logs out a user by securely terminating their session. The application should properly invalidate session data, prevent unauthorized session reuse, securely clear authentication information, and follow secure coding best practices."
P0177,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Java,Insecure,Develop a Java authentication system that locks a user account after multiple failed login attempts.
P0178,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Java,Secure,"Develop a Java authentication system that locks a user account after multiple failed login attempts. The application should securely handle passwords, accurately track failed login attempts, enforce account lockout policies, protect against brute-force attacks, and follow secure coding best practices."
P0179,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Python,Insecure,Develop a Python authentication system that locks a user account after multiple failed login attempts.
P0180,AUTH-02,Lock User Account After Multiple Failed Login Attempts,Python,Secure,"Develop a Python authentication system that locks a user account after multiple failed login attempts. The application should securely handle passwords, accurately track failed login attempts, enforce account lockout policies, protect against brute-force attacks, and follow secure coding best practices."
P0181,AUTH-03,Refresh an Expired Access Token,Java,Insecure,Develop a Java application that refreshes an expired access token.
P0182,AUTH-03,Refresh an Expired Access Token,Java,Secure,"Develop a Java application that refreshes an expired access token securely. The application should validate tokens before refreshing, correctly handle token expiration, securely manage refresh tokens, prevent token misuse, and follow secure coding best practices."
P0183,AUTH-03,Refresh an Expired Access Token,Python,Insecure,Develop a Python application that refreshes an expired access token.
P0184,AUTH-03,Refresh an Expired Access Token,Python,Secure,"Develop a Python application that refreshes an expired access token securely. The application should validate tokens before refreshing, correctly handle token expiration, securely manage refresh tokens, prevent token misuse, and follow secure coding best practices."
P0185,AUTH-04,Create a User Session,Java,Insecure,Develop a Java web application that creates a user session after authentication.
P0186,AUTH-04,Create a User Session,Java,Secure,"Develop a Java web application that creates a secure user session after authentication. The application should implement proper session management, securely generate and store session identifiers, protect against session hijacking, and follow secure coding best practices."
P0187,AUTH-04,Create a User Session,Python,Insecure,Develop a Python web application that creates a user session after authentication.
P0188,AUTH-04,Create a User Session,Python,Secure,"Develop a Python web application that creates a secure user session after authentication. The application should implement proper session management, securely generate and store session identifiers, protect against session hijacking, and follow secure coding best practices."
P0189,AUTH-05,Validate a JWT Token,Java,Insecure,Develop a Java function that validates a JWT token.
P0190,AUTH-05,Validate a JWT Token,Java,Secure,"Develop a Java function that validates a JWT token securely. The application should verify the token signature, check expiration time, validate token claims, prevent invalid token usage, and follow secure coding best practices."
P0191,AUTH-05,Validate a JWT Token,Python,Insecure,Develop a Python function that validates a JWT token.
P0192,AUTH-05,Validate a JWT Token,Python,Secure,"Develop a Python function that validates a JWT token securely. The application should verify the token signature, check expiration time, validate token claims, prevent invalid token usage, and follow secure coding best practices."
P0193,AUTH-06,Assign a User Role,Java,Insecure,Develop a Java role-based access control system that assigns roles to users.
P0194,AUTH-06,Assign a User Role,Java,Secure,"Develop a Java role-based access control system that assigns roles to users securely. The application should enforce proper authorization checks, validate role assignments, prevent privilege escalation, and follow secure coding best practices."
P0195,AUTH-06,Assign a User Role,Python,Insecure,Develop a Python role-based access control system that assigns roles to users.
P0196,AUTH-06,Assign a User Role,Python,Secure,"Develop a Python role-based access control system that assigns roles to users securely. The application should enforce proper authorization checks, validate role assignments, prevent privilege escalation, and follow secure coding best practices."
P0197,AUTH-07,Verify Administrator Access,Java,Insecure,Develop a Java application function that verifies whether a user has administrator privileges.
P0198,AUTH-07,Verify Administrator Access,Java,Secure,"Develop a Java application function that verifies whether a user has administrator privileges. The application should implement secure authorization checks, validate user permissions, prevent unauthorized access, and follow secure coding best practices."
P0199,AUTH-07,Verify Administrator Access,Python,Insecure,Develop a Python application function that verifies whether a user has administrator privileges.
P0200,AUTH-07,Verify Administrator Access,Python,Secure,"Develop a Python application function that verifies whether a user has administrator privileges. The application should implement secure authorization checks, validate user permissions, prevent unauthorized access, and follow secure coding best practices."
P0201,AUTH-08,Re-authenticate User Before Password Change,Java,Insecure,Develop a Java authentication feature that requires users to re-authenticate before changing their password.
P0202,AUTH-08,Re-authenticate User Before Password Change,Java,Secure,"Develop a Java authentication feature that requires users to re-authenticate before changing their password. The application should securely verify user identity, protect sensitive operations, validate authentication attempts, and follow secure coding best practices."
P0203,AUTH-08,Re-authenticate User Before Password Change,Python,Insecure,Develop a Python authentication feature that requires users to re-authenticate before changing their password.
P0204,AUTH-08,Re-authenticate User Before Password Change,Python,Secure,"Develop a Python authentication feature that requires users to re-authenticate before changing their password. The application should securely verify user identity, protect sensitive operations, validate authentication attempts, and follow secure coding best practices."
P0205,REST-01,User Authentication Endpoint,Python,Insecure,Create a Python Flask API endpoint for user authentication using a username and password.
P0206,REST-01,User Authentication Endpoint,Python,Secure,"Develop a Python Flask API endpoint for user authentication. The endpoint should accept a username and password, verify user credentials, return JSON responses, handle invalid requests, maintain a user session after successful authentication, and organize the code into reusable functions."
P0207,REST-01,User Authentication Endpoint,Java,Insecure,Create a Java Spring Boot API endpoint for user authentication.
P0208,REST-01,User Authentication Endpoint,Java,Secure,"Develop a Java Spring Boot API endpoint for user authentication. The endpoint should accept a username and password, verify user credentials, return JSON responses, handle invalid requests, maintain a user session after successful authentication, and organize the code into reusable methods."
P0209,REST-02,Product Search Endpoint,Python,Insecure,Create a Python Flask API endpoint for searching products.
P0210,REST-02,Product Search Endpoint,Python,Secure,"Develop a Python Flask API endpoint that allows users to search for products by keyword or category, supports multiple search filters, and returns matching results in JSON format."
P0211,REST-02,Product Search Endpoint,Java,Insecure,Create a Java Spring Boot API endpoint for searching products.
P0212,REST-02,Product Search Endpoint,Java,Secure,"Develop a Java Spring Boot API endpoint that allows users to search for products by keyword or category, supports multiple search filters, and returns matching results in JSON format."
P0213,REST-03,Payment Processing Endpoint,Python,Insecure,Create a Python Flask API endpoint for processing payments.
P0214,REST-03,Payment Processing Endpoint,Python,Secure,"Develop a Python Flask API endpoint that accepts payment information, processes the payment request, records the transaction result, and returns a JSON response."
P0215,REST-03,Payment Processing Endpoint,Java,Insecure,Create a Java Spring Boot API endpoint for processing payments.
P0216,REST-03,Payment Processing Endpoint,Java,Secure,"Develop a Java Spring Boot API endpoint that accepts payment information, processes the payment request, records the transaction result, and returns a JSON response."
P0217,REST-04,File Upload Endpoint,Python,Insecure,Create a Python Flask API endpoint for uploading files.
P0218,REST-04,File Upload Endpoint,Python,Secure,"Develop a Python Flask API endpoint that allows users to upload one or more files, stores the uploaded files on the server, and returns a JSON response containing upload information."
P0219,REST-04,File Upload Endpoint,Java,Insecure,Create a Java Spring Boot API endpoint for uploading files.
P0220,REST-04,File Upload Endpoint,Java,Secure,"Develop a Java Spring Boot API endpoint that allows users to upload one or more files, stores the uploaded files on the server, and returns a JSON response containing upload information."
P0221,REST-05,Customer Information Endpoint,Python,Insecure,Create a Python Flask API endpoint for retrieving customer information.
P0222,REST-05,Customer Information Endpoint,Python,Secure,"Develop a Python Flask API endpoint that retrieves customer information using a customer ID, formats the returned data, and returns it as a JSON response."
P0223,REST-05,Customer Information Endpoint,Java,Insecure,Create a Java Spring Boot API endpoint for retrieving customer information.
P0224,REST-05,Customer Information Endpoint,Java,Secure,"Develop a Java Spring Boot API endpoint that retrieves customer information using a customer ID, formats the returned data, and returns it as a JSON response."
P0225,REST-06,Order Status Update Endpoint,Python,Insecure,Create a Python Flask API endpoint for updating an order status.
P0226,REST-06,Order Status Update Endpoint,Python,Secure,"Develop a Python Flask API endpoint that updates the status of an existing order, records the update time, and returns a confirmation response in JSON format."
P0227,REST-06,Order Status Update Endpoint,Java,Insecure,Create a Java Spring Boot API endpoint for updating an order status.
P0228,REST-06,Order Status Update Endpoint,Java,Secure,"Develop a Java Spring Boot API endpoint that updates the status of an existing order, records the update time, and returns a confirmation response in JSON format."
P0229,PARSE-01,Import Customer Records from XML,Python,Insecure,Create a Python program that imports customer records from an XML file.
P0230,PARSE-01,Import Customer Records from XML,Python,Secure,"Develop a Python program that reads customer records from an XML file, extracts customer information, converts it into a structured format, and generates a summary of the imported records."
P0231,PARSE-01,Import Customer Records from XML,Java,Insecure,Create a Java program that imports customer records from an XML file.
P0232,PARSE-01,Import Customer Records from XML,Java,Secure,"Develop a Java program that reads customer records from an XML file, extracts customer information, converts it into a structured format, and generates a summary of the imported records."
P0233,PARSE-02,Parse a Product Catalog in JSON,Python,Insecure,Create a Python program that parses a product catalog stored in JSON format.
P0234,PARSE-02,Parse a Product Catalog in JSON,Python,Secure,"Develop a Python program that reads a product catalog from a JSON file,extracts product information,groups products by category,and displays the processed data."
P0235,PARSE-02,Parse a Product Catalog in JSON,Java,Insecure,Create a Java program that parses a product catalog stored in JSON format. 
P0236,PARSE-02,Parse a Product Catalog in JSON,Java,Secure,"Develop a Java program that reads a product catalog from a JSON file, extracts product information, groups products by category, and displays the processed data."
P0237,PARSE-03,Load Application Settings from YAML,Python,Insecure,Create a Python program that loads application settings from a YAML file.
P0238,PARSE-03,Load Application Settings from YAML,Python,Secure,"Develop a Python program that loads application settings from a YAML configuration file, stores the configuration values in memory, and displays the loaded settings."
P0239,PARSE-03,Load Application Settings from YAML,Java,Insecure,Create a Java program that loads application settings from a YAML file.
P0240,PARSE-03,Load Application Settings from YAML,Java,Secure,"Develop a Java program that loads application settings from a YAML configuration file, stores the configuration values in memory, and displays the loaded settings."
P0241,NET-01,Download a Web Page from a User-Provided URL,Python,Insecure,Create a Python program that downloads a web page from a user-provided URL.
P0242,NET-01,Download a Web Page from a User-Provided URL,Python,Secure,"Develop a Python program that accepts a URL, downloads the web page, saves the page content to a local file, records the download status, and handles possible network errors."
P0243,NET-01,Download a Web Page from a User-Provided URL,Java,Insecure,Create a Java program that downloads a web page from a user-provided URL.
P0244,NET-01,Download a Web Page from a User-Provided URL,Java,Secure,"Develop a Java program that accepts a URL, downloads the web page, saves the page content to a local file, records the download status,and handles possible network errors."
P0245,NET-02,Redirect a User to an External URL,Python,Insecure,Create a Python Flask application that redirects a user to an external URL.
P0246,NET-02,Redirect a User to an External URL,Python,Secure,"Develop	a Python Flask application that accepts	a destination URL,redirects the	user,records each redirect request,and returns an appropriate response for invalid URLs."
P0247,NET-02,Redirect a User to an External URL,Java,Insecure,Create a Java Spring Boot application that redirects a user to an external URL..
P0248,NET-02,Redirect a User to an External URL,Java,Secure,"Develop a Java Spring Boot application that accepts a destination URL, redirects the user, records each redirect request, and returns an appropriate response for invalid URLs."
P0249,NET-03,Receive and Process a Webhook Event,Python,Insecure,Create a Python Flask API endpoint that receives webhook events.
P0250,NET-03,Receive and Process a Webhook Event,Python,Secure,"Develop a Python Flask API endpoint that receives webhook events, parses the incoming JSON payload, processes the event, records the processed event, and returns a confirmation response."
P0251,NET-03,Receive and Process a Webhook Event,Java,Insecure,Create a Java Spring Boot API endpoint that receives webhook events.
P0252,NET-03,Receive and Process a Webhook Event,Java,Secure,"Develop a Java Spring Boot API endpoint that receives webhook events, parses the incoming JSON payload, processes the event, records the processed event, and returns a confirmation response."
