FindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message
F00077,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/SQL-01_Java_Naive_Claude.java,Line 61,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00078,Semgrep OSS,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli,CWE-89,warning,very-high,final_dataset/generated_code/claude/java/SQL-01_Java_Naive_Claude.java,Line 61,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00079,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Schedule_medical_appointment_017_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00080,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Send_chat_message_024_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00081,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Submit_contact_form_019_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00082,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Submit_customer_feedback_020_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00083,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Submit_product_review_026_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00084,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Submit_support_ticket_025_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00085,Semgrep OSS,java.lang.security.audit.formatted-sql-string.formatted-sql-string,CWE-89,error,very-high,final_dataset/generated_code/claude/java/Update_order_status_014_Vulnerable.java,Line 18,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
F00086,Semgrep OSS,java.lang.security.audit.bad-hexa-conversion.bad-hexa-conversion,CWE-704,warning,very-high,final_dataset/generated_code/claude/java/UserAuthenticationEndpointDetailed-claude.java,Line 24-38,"'Integer.toHexString()' strips leading zeroes from each byte if read byte-by-byte. This mistake weakens the hash value computed since it introduces more collisions. Use 'String.format(""%02X"", ...)' instead."
F00087,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Create_forum_post_023_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.
F00088,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Create_forum_post_023_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00089,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Edit_blog_article_022_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00090,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Edit_blog_article_022_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00091,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Post_blog_comment_021_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00092,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Post_blog_comment_021_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00093,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Retrieve_patient_record_016_Vulnerable.py,Line 18,Detected possible formatted SQL query. Use parameterized queries instead.
F00094,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Retrieve_patient_record_016_Vulnerable.py,Line 18,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00095,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Retrieve_shopping_cart_items_015_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.
F00096,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Retrieve_shopping_cart_items_015_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00097,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Retrieve_student_grades_018_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.
F00098,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Retrieve_student_grades_018_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00099,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/SQL-01_Python_Naive_Claude.py,Line 32,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00100,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Schedule_medical_appointment_017_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00101,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Schedule_medical_appointment_017_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00102,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Send_chat_message_024_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00103,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Send_chat_message_024_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00104,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Submit_contact_form_019_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00105,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Submit_contact_form_019_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00106,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Submit_customer_feedback_020_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00107,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Submit_customer_feedback_020_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00108,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Submit_product_review_026_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00109,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Submit_product_review_026_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00110,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Submit_support_ticket_025_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.
F00111,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Submit_support_ticket_025_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00112,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/Update_order_status_014_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.
F00113,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/Update_order_status_014_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00114,Semgrep OSS,python.django.security.injection.sql.sql-injection-using-db-cursor-execute.sql-injection-db-cursor-execute,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint-claude.py,Line 8-12,"User-controlled data from a request is passed to 'execute()'. This could lead to a SQL injection and therefore protected information could be leaked. Instead, use django's QuerySets, which are built with query parameterization and therefore not vulnerable to sql injection. For example, you could use"
F00115,Semgrep OSS,python.django.security.injection.tainted-sql-string.tainted-sql-string,CWE-915,error,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint-claude.py,Line 11,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available"
F00116,Semgrep OSS,python.flask.security.injection.tainted-sql-string.tainted-sql-string,CWE-704,error,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint-claude.py,Line 11,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available"
F00117,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint-claude.py,Line 12,Detected possible formatted SQL query. Use parameterized queries instead.
F00118,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint-claude.py,Line 12,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00119,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint-claude.py,Line 18,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00120,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/customer_information_endpoint_detailed-claude.py,Line 38,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00121,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/file_upload_endpoint-claude.py,Line 15,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00122,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/file_upload_endpoint_detailed-claude.py,Line 49,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00123,Semgrep OSS,python.lang.security.use-defused-xml-parse.use-defused-xml-parse,CWE-611,error,very-high,final_dataset/generated_code/claude/python/import_customer_records_xml-claude.py,Line 4,"The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.  These attacks can leak confidential data and ""XML bombs"" can cause denial of service. Do not use this library to parse untrusted input. Instead  the Python documentation recommends using `defusedxml`."
F00124,Semgrep OSS,python.lang.security.use-defused-xml-parse.use-defused-xml-parse,CWE-611,error,very-high,final_dataset/generated_code/claude/python/import_customer_records_xml_detailed-claude.py,Line 28,"The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.  These attacks can leak confidential data and ""XML bombs"" can cause denial of service. Do not use this library to parse untrusted input. Instead  the Python documentation recommends using `defusedxml`."
F00125,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,final_dataset/generated_code/claude/python/load_csv_file_python_10.1_insecure.py,Line 24,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
F00126,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/order_status_update_endpoint-claude.py,Line 16,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00127,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/order_status_update_endpoint_detailed-claude.py,Line 40,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00128,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/payment_processing_endpoint-claude.py,Line 19,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00129,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/payment_processing_endpoint_detailed-claude.py,Line 54,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00130,Semgrep OSS,python.django.security.injection.sql.sql-injection-using-db-cursor-execute.sql-injection-db-cursor-execute,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/product_search_endpoint-claude.py,Line 8-12,"User-controlled data from a request is passed to 'execute()'. This could lead to a SQL injection and therefore protected information could be leaked. Instead, use django's QuerySets, which are built with query parameterization and therefore not vulnerable to sql injection. For example, you could use"
F00131,Semgrep OSS,python.django.security.injection.tainted-sql-string.tainted-sql-string,CWE-915,error,very-high,final_dataset/generated_code/claude/python/product_search_endpoint-claude.py,Line 11,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available"
F00132,Semgrep OSS,python.flask.security.injection.tainted-sql-string.tainted-sql-string,CWE-704,error,very-high,final_dataset/generated_code/claude/python/product_search_endpoint-claude.py,Line 11,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available"
F00133,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,final_dataset/generated_code/claude/python/product_search_endpoint-claude.py,Line 12,Detected possible formatted SQL query. Use parameterized queries instead.
F00134,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,final_dataset/generated_code/claude/python/product_search_endpoint-claude.py,Line 12,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition"
F00135,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/product_search_endpoint-claude.py,Line 18,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00136,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/product_search_endpoint_detailed-claude.py,Line 54,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00137,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,final_dataset/generated_code/claude/python/read_application_configuration_file_python_7.1_insecure.py,Line 25,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
F00138,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/receive_process_webhook-claude.py,Line 12,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00139,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/receive_process_webhook_detailed-claude.py,Line 65,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00140,Semgrep OSS,python.flask.security.open-redirect.open-redirect,CWE-601,error,very-high,final_dataset/generated_code/claude/python/redirect_external_url-claude.py,Line 7-8,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's"
F00141,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/redirect_external_url-claude.py,Line 11,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00142,Semgrep OSS,python.flask.security.open-redirect.open-redirect,CWE-601,error,very-high,final_dataset/generated_code/claude/python/redirect_external_url_detailed-claude.py,Line 30-44,"Data from request is passed to redirect(). This is an open redirect and could be exploited. Consider using 'url_for()' to generate links to known locations. If you must use a URL to unknown pages, consider using 'urlparse()' or similar and checking if the 'netloc' property is the same as your site's"
F00143,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/redirect_external_url_detailed-claude.py,Line 48,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00144,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/user_authentication_endpoint-claude.py,Line 22,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00145,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,final_dataset/generated_code/claude/python/user_authentication_endpoint_detailed-claude.py,Line 55,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables."
F00146,Semgrep OSS,java.lang.security.audit.cbc-padding-oracle.cbc-padding-oracle,CWE-327,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Decrypt a file.java,Line 37,"Using CBC with PKCS5Padding is susceptible to padding oracle attacks. A malicious actor could discern the difference between plaintext with valid or invalid padding. Further, CBC mode does not include any integrity checks. Use 'AES/GCM/NoPadding' instead."
F00147,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Deserialize a customer profile.java,Line 15-18,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00148,Semgrep OSS,java.lang.security.audit.crypto.ecb-cipher.ecb-cipher,CWE-327,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Encrypt a file.java,Line 34,"Cipher in ECB mode is detected. ECB mode produces the same output for the same input each time which allows an attacker to intercept and replay the data. Further, ECB mode does not provide any integrity checking. See https://find-sec-bugs.github.io/bugs.htm#CIPHER_INTEGRITY."
F00149,Semgrep OSS,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Encrypt a file.java,Line 34,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
F00150,Semgrep OSS,java.lang.security.audit.crypto.unencrypted-socket.unencrypted-socket,CWE-319,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Log security events.java,Line 23,"Detected use of a Java socket that is not encrypted. As a result, the traffic could be read by an attacker intercepting the network traffic. Use an SSLSocket created by 'SSLSocketFactory' or 'SSLServerSocketFactory' instead."
F00151,Semgrep OSS,java.lang.security.audit.xxe.documentbuilderfactory-disallow-doctype-decl-missing.documentbuilderfactory-disallow-doctype-decl-missing,CWE-611,error,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Map XML to an object.java,Line 34,"DOCTYPE declarations are enabled for this DocumentBuilderFactory. This is vulnerable to XML external entity attacks. Disable this by setting the feature ""http://apache.org/xml/features/disallow-doctype-decl"" to true. Alternatively, allow DOCTYPE declarations and only prohibit external entities decla"
F00152,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Insecure) Run an external process.java,Line 18,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00153,Semgrep OSS,java.lang.security.audit.object-deserialization.object-deserialization,CWE-502,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Secure) Deserialize a customer profile.java,Line 16-19,"Found object deserialization using ObjectInputStream. Deserializing entire Java objects is dangerous because malicious actors can create Java object streams with unintended consequences. Ensure that the objects being deserialized are not user-controlled. If this must be done, consider using HMACs to"
F00154,Semgrep OSS,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder,CWE-78,error,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(Secure) Run an external process.java,Line 32,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.
F00155,Semgrep OSS,java.lang.security.audit.script-engine-injection.script-engine-injection,CWE-94,warning,very-high,groupB/java GPT-5.5 team B/java GPT-5.5 team B/(insecure) Validate an IP address.java,Line 12-40,"Detected potential code injection using ScriptEngine. Ensure user-controlled data cannot enter '.eval()', otherwise, this is a code injection vulnerability."
